site;sloc;walk;date;time;floden;gpsnorth;gpssouth;temp;hum;win;vegspecies;vegfamily;butterfly;occ
Royal Park;6;3;2/16/2017;16:16:00;0.16;-37.7829;144.9438;25.2;59.2;2.5;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;6;3;2/16/2017;16:32:00;0.11;-37.7832;144.9441;27.1;51.1;1.8;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;6;3;1/22/2017;13:30:00;0.05;-37.7819;144.9444;29.7;41.1;0.9;Bursaria spinosa;Pittosporaceae;Eurema smilax;0
Royal Park;6;3;1/22/2017;13:58:00;0.13;-37.7827;144.9446;33.1;32.5;1.3;Bursaria spinosa;Pittosporaceae;Eurema smilax;0
Royal Park;6;3;2/16/2017;15:55:00;0.13;-37.7824;144.9445;27.2;48.5;1.5;Bursaria spinosa;Pittosporaceae;Eurema smilax;0
Royal Park;6;3;2/16/2017;16:38:00;64;-37.7832;144.944;26.4;53.4;18;Medicago lupulina;Fabaceae;Eurema smilax;0
Royal Park;6;3;1/22/2017;13:48:00;5;-37.7825;144.9447;34.7;33.5;0.4;Raphanus raphanistrum;Brassicaceae;Eurema smilax;0
Royal Park;6;3;2/16/2017;16:11:00;1.75;-37.7831;144.9439;26.9;54.6;3.1;Trifolium repens;Fabaceae;Eurema smilax;0
Royal Park;6;4;1/22/2017;14:16:00;0.75;-37.7828;144.9438;32.2;34.3;2.6;Lythrum salicaria;Primulaceae;Eurema smilax;0
Royal Park;7;1;1/17/2017;11:24:00;25;-37.7905;144.7573;34.5;20.1;1.4;Angophora floribunda;Myrtaceae ;Eurema smilax;0
Royal Park;7;1;1/17/2017;9:34:00;0.44;-37.7895;144.957;30.5;31.3;1.1;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;7;1;2/21/2017;11:24:00;3.7;-37.7893;144.9555;27.5;39.5;0.5;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;7;1;2/21/2017;11:47:00;0.5;-37.789;144.956;28.4;37.9;0.9;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;7;1;2/21/2017;11:19:00;0.44;-37.7893;144.9555;26.1;42.2;1.5;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;7;1;1/17/2017;11:06:00;0.78;-37.7904;144.9572;33.8;28.6;0;Brachychitron pupulneus;Malvaceae;Eurema smilax;0
Royal Park;7;1;2/21/2017;12:08:00;5;-37.7889;144.9549;27.6;36.4;0.6;Chenopodium nutans;Chenopodaceae;Eurema smilax;0
Royal Park;7;1;2/21/2017;10:50:00;12;-37.7903;144.9566;25.6;43.1;1.3;Eucalyptus cladocalyx;Myrtaceae ;Eurema smilax;0
Royal Park;7;1;2/21/2017;11:05:00;0.12;-37.7894;144.9561;25;44.4;1.5;Eucalyptus cladocalyx;Myrtaceae ;Eurema smilax;0
Royal Park;7;1;1/17/2017;9:39:00;160;-37.7895;144.957;32.1;29.9;1.7;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;7;1;1/17/2017;11:45:00;280;-37.7907;144.9572;36;18.3;1.3;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;7;1;1/17/2017;11:58:00;#DIV/0!;-37.7909;144.9568;38.8;15.6;1.7;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;7;1;2/21/2017;10:34:00;31.25;-37.789;144.9566;24.3;43.9;1.2;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;7;1;1/17/2017;10:45:00;0.02;-37.7902;144.9573;33.5;26.9;1.8;Lophostemon confertus;Myrtaceae ;Eurema smilax;0
Royal Park;7;1;2/21/2017;11:43:00;0.07;-37.789;144.9549;28.3;33.8;1.3;Ozothamnus ferrugineus;Asteraceae;Eurema smilax;0
Royal Park;7;1;2/21/2017;12:05:00;0.04;-37.7953;144.952;30.6;29.4;1.4;Ozothamnus ferrugineus;Asteraceae;Eurema smilax;0
Royal Park;7;1;2/21/2017;10:31:00;12.24;-37.789;144.9566;24.5;47.1;0.5;Raphanus raphanistrum;Brassicaceae;Eurema smilax;0
Royal Park;7;2;1/17/2017;13:49:00;320;-37.7892;144.9569;41;16.2;1.6;Acacia implexa;Fabaceae;Eurema smilax;0
Royal Park;7;2;1/17/2017;14:19:00;0.44;-37.7887;144.956;39.3;16.4;0.4;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;7;2;2/21/2017;0:16:00;80;-37.7895;144.9573;26.9;37;0.6;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;7;2;2/21/2017;12:41:00;80;-37.7907;144.9574;24.9;38.9;1.2;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;7;2;1/17/2017;15:06:00;0.03;-37.7886;144.9548;39.3;18.3;1.1;Ozothamnus ferrugineus;Asteraceae;Eurema smilax;0
Royal Park;7;2;2/21/2017;12:55:00;2.47;-37.7909;144.9574;26.6;34.9;1.2;Solanum nigrans;Solanaceae;Eurema smilax;0
Royal Park;7;3;2/21/2017;13:20:00;3.13;-37.7897;144.9579;26.8;37.6;2;Anagallis arvensis;Primulaceae;Eurema smilax;0
Royal Park;7;3;1/17/2017;16:12:00;0.89;-37.7897;144.9556;40.01;15.3;0.4;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;7;3;2/21/2017;13:44:00;1.33;-37.7899;144.9556;32.2;28.6;2.2;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;7;3;1/17/2017;16:55:00;0.04;-37.789;144.955;40.5;16.2;2.5;Ozothamnus ferrugineus;Asteraceae;Eurema smilax;0
Royal Park;7;3;1/17/2017;16:37:00;1500;-37.7898;144.9555;41.3;19.8;0;Polygonum aviculare;Polygonaceae;Eurema smilax;0
Royal Park;7;3;1/17/2017;16:31:00;6.79;-37.7898;144.9555;41;17.3;0;Trifolium repens;Fabaceae;Eurema smilax;0
Royal Park;7;3;1/17/2017;15:57:00;12.82;-37.7895;144.9576;37.7;22.6;0.8;Wahlenbergia sp. ;Campanulaceae;Eurema smilax;0
Royal Park;7;3;2/21/2017;13:16:00;9.78;-37.7896;144.9571;28;34.2;0.5;Wahlenbergia sp. ;Campanulaceae;Eurema smilax;0
Royal Park;7;3;2/21/2017;13:23:00;6.67;-37.7897;144.9579;26.4;39.6;0.8;Wahlenbergia sp. ;Campanulaceae;Eurema smilax;0
Royal Park;8;1;2/24/2017;15:30:00;1.75;-37.7892;144.9436;24.2;42.1;1.9;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;8;1;1/18/2017;17:23:00;1.11;-37.7893;144.9427;25.5;36.1;3.1;Chrysoceohalum semipapposum;Asteraceae;Eurema smilax;0
Royal Park;8;1;1/18/2017;17:47:00;4.63;-37.7888;144.9439;22;42.1;2.3;Eucalyptus camaldulensis;Myrtaceae ;Eurema smilax;0
Royal Park;8;1;1/18/2017;16:43:00;31.25;-37.7887;144.9439;26.3;35.8;3.2;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;8;1;2/24/2017;14:14:00;111.11;-37.7886;144.9439;25.5;40.6;1.8;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;8;1;2/24/2017;15:08:00;125;-37.7892;144.943;23.1;45;0.8;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;8;1;1/18/2017;17:06:00;0.03;-37.7892;144.9426;24.6;37;2;Grevillea sp. ;Proteaceae;Eurema smilax;0
Royal Park;8;1;2/24/2017;15:03:00;0.04;-37.7893;144.9427;23.5;43.8;2;Grevillea sp. ;Proteaceae;Eurema smilax;0
Royal Park;8;1;2/24/2017;14:41:00;2.08;-37.7891;144.9428;24.4;43.3;2.6;Rosmarinus officinalis;Lamiaceae;Eurema smilax;0
Royal Park;8;1;1/18/2017;17:30:00;284;-37.7891;144.9423;22.5;40.5;3.6;Schinus molle;Anacardiaceae;Eurema smilax;0
Royal Park;8;1;2/24/2017;14:29:00;118.75;-37.7894;144.9428;24.9;39.8;2.6;Schinus molle;Anacardiaceae;Eurema smilax;0
Royal Park;8;2;1/19/2017;10:03:00;1.23;-37.7894;144.9452;20.1;47.1;1;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;8;2;2/24/2017;15:53:00;1;-37.7888;144.9451;22.7;47.1;2.5;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;8;2;1/19/2017;10:18:00;2.5;-37.7895;144.9449;22.2;42.4;1.1;Eucalyptus camaldulensis;Myrtaceae ;Eurema smilax;0
Royal Park;8;2;1/19/2017;10:32:00;2;-37.7893;144.9447;22.8;43.1;2.1;Eucalyptus camaldulensis;Myrtaceae ;Eurema smilax;0
Royal Park;8;2;1/19/2017;10:43:00;1;-37.7891;144.945;22.9;39;1.6;Eucalyptus camaldulensis;Myrtaceae ;Eurema smilax;0
Royal Park;8;2;2/24/2017;15:42:00;8.88;-37.7888;144.9446;23.1;44.7;3;Eucalyptus camaldulensis;Myrtaceae ;Eurema smilax;0
Royal Park;8;3;1/19/2017;11:01:00;3.25;-37.7886;144.9447;26.2;33.3;3.3;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;8;3;1/19/2017;11:33:00;1.75;-37.7883;144.946;27.3;34.6;1.3;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;8;3;1/19/2017;11:18:00;14.06;-37.7886;144.9453;28.3;32.6;1.7;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;8;4;1/19/2017;12:30:00;0.45;-37.7874;144.9437;29.1;32.3;1.5;Bursaria spinosa;Pittosporaceae;Eurema smilax;0
Royal Park;8;4;1/19/2017;11:49:00;2;-37.7885;144.9443;25.9;37.4;1;Eucalyptus camaldulensis;Myrtaceae ;Eurema smilax;0
Royal Park;8;4;1/19/2017;0:05:00;50;-37.7878;144.9446;26;36.4;1.7;Eucalyptus camaldulensis;Myrtaceae ;Eurema smilax;0
Royal Park;8;4;1/19/2017;0:49:00;5.76;-37.7877;144.9437;28.7;35.5;0.9;Plumbago auriculata;Plumbaginaceae;Eurema smilax;0
Royal Park;9;1;1/24/2017;11:28:00;0.75;-37.7908;144.9566;25.7;45.1;1.3;Asteraceae 1;Asteraceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;11:52:00;1.5;-37.7916;144.9571;31.7;27;1.1;Brachyscome multipda;Asteraceae;Eurema smilax;0
Royal Park;9;1;1/24/2017;0:01:00;187.5;-37.7912;144.9569;27.6;37.6;1.8;Galenia pubescens;Aizoaceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;12:24:00;0.4;-37.7916;144.9567;29.3;28.9;2.9;Lythrum salicaria;Primulaceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;0:27:00;0.22;-37.7916;144.9567;29;27.2;2.1;Lythrum salicaria;Primulaceae;Eurema smilax;0
Royal Park;9;1;1/24/2017;11:46:00;1.25;-37.7912;144.9561;27.5;39.3;1.4;Melaleuca mesophila;Myrtaceae ;Eurema smilax;0
Royal Park;9;1;2/22/2017;13:12:00;0.06;-37.7916;144.9578;30.7;35;1.5;Melaleuca viminalis;Myrtaceae ;Eurema smilax;0
Royal Park;9;1;2/22/2017;12:42:00;2.5;-37.7917;144.9567;28.8;28.7;2.4;Persicaria decipiens;Polygonaceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;12:07:00;0.56;-37.7915;144.9567;30.6;28.8;4;Santolina  chamaecyparissus;Asteraceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;13:24:00;0.16;-37.7918;144.9563;33.8;28.3;0.7;Solanum aviculare;Solanaceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;12:55:00;2.16;-37.7916;144.9566;30.3;30.1;1.6;Trifolium repens;Fabaceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;11:19:00;22.22;-37.7915;144.9571;32.2;24.6;0;Verbena sp. ;Verbenaceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;11:38:00;1.33;-37.7915;144.957;31.7;24.9;1.2;Wahlenbergia sp. ;Campanulaceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;12:10:00;1.78;-37.7915;144.9567;28.7;26.7;2.7;Wahlenbergia sp. ;Campanulaceae;Eurema smilax;0
Royal Park;9;1;2/22/2017;13:38:00;0.95;-37.7919;144.9566;35.3;21.4;1.8;Xerochrysum viscosum;Asteraceae;Eurema smilax;0
Royal Park;9;2;2/22/2017;17:00:00;2.78;-37.7921;144.9575;35.2;23.2;1.5;Brachyscome multifida;Asteraceae;Eurema smilax;0
Royal Park;9;2;2/22/2017;14:51:00;4.14;-37.7915;144.9573;34.4;22.9;0.8;Coleonema pulchellum;Rutaceae;Eurema smilax;0
Royal Park;9;2;2/22/2017;15:03:00;1.86;-37.7915;144.9572;35.2;21.5;0.9;Correa alba;Rutaceae;Eurema smilax;0
Royal Park;9;2;2/22/2017;16:44:00;1.78;-37.7919;144.9574;35.3;24.6;1.9;Dianella revoluta;Asphodelaceae;Eurema smilax;0
Royal Park;9;2;1/24/2017;12:50:00;0.5;-37.7918;144.9577;28.3;35.8;1.1;Melaleuca mesophila;Myrtaceae ;Eurema smilax;0
Royal Park;9;2;2/22/2017;14:34:00;0.05;-37.7915;144.9574;33.2;27.5;2;Melaleuca viminalis;Myrtaceae ;Eurema smilax;0
Royal Park;9;2;2/22/2017;16:33:00;0.5;-37.7919;144.9575;36.1;19.3;0.8;Santolina  chamaecyparissus;Asteraceae;Eurema smilax;0
Royal Park;9;2;2/22/2017;16:17:00;3.75;-37.7919;144.9575;36.4;19;1.4;Santolina  chamaecyparissus;Asteraceae;Eurema smilax;0
Royal Park;9;2;2/22/2017;17:29:00;2.77;-37.7922;144.9574;34.4;22.2;2.2;Trifolium repens;Fabaceae;Eurema smilax;0
Royal Park;9;2;2/22/2017;17:32:00;20.41;-37.7922;144.9574;33.4;21.9;1.8;Verbena sp. ;Verbenaceae;Eurema smilax;0
Royal Park;9;2;2/22/2017;16:40:00;10.2;-37.792;144.9574;36;17.6;1.3;Wahlenbergia sp. ;Campanulaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;14:18:00;0.02;-37.7914;144.7568;31.4;31.8;1.6;Bursaria spinosa;Pittosporaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;14:37:00;1;-37.7915;144.9567;27.1;35.9;2.3;Craspedia sp. ;Asteraceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;13:56:00;1.56;-37.7913;144.9572;28;38.3;1.6;Goodenia ovata;Goodeniaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;16:50:00;287.5;-37.7916;144.9565;31.3;31.7;1.4;Lotus corniculatus;Fabaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;14:52:00;0.43;-37.7916;144.9567;26.6;37.1;0.8;Lythrum salicaria;Primulaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;15:44:00;0.25;-37.7919;144.7562;27;37.4;2.2;Melaleuca mesophila;Myrtaceae ;Eurema smilax;0
Royal Park;9;3;1/24/2017;15:12:00;0.06;-37.7916;144.9566;24.7;44.5;2;Melaleuca viminalis;Myrtaceae ;Eurema smilax;0
Royal Park;9;3;1/24/2017;16:07:00;0.06;-37.792;144.9569;25.6;43.9;0.9;Melaleuca viminalis;Myrtaceae ;Eurema smilax;0
Royal Park;9;3;1/24/2017;3:29:00;0.29;-37.7918;144.9563;24.1;44.1;1.3;Solanum lacantium;Solanaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;16:11:00;22.22;-37.792;144.9566;26.4;39.1;2.8;Spergularia sp. ;Caryllopylaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;14:55:00;2.5;-37.7916;144.9567;25.3;44.7;3.1;Trifolium repens;Fabaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;16:44:00;5.5;-37.7919;144.9565;29.3;36.7;2.1;Trifolium repens;Fabaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;13:59:00;0.75;-37.7913;144.9572;31;29.3;1.4;Wahlenbergia sp. ;Campanulaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;14:33:00;1;-37.7915;144.9567;29;33.3;1.5;Wahlenbergia sp. ;Campanulaceae;Eurema smilax;0
Royal Park;9;3;1/24/2017;16:00:00;0.24;-37.792;144.9564;28.1;36.1;3.6;Xerochrysum viscosum;Asteraceae;Eurema smilax;0
Royal Park;9;4;1/24/2017;17:47:00;4.25;-37.7922;144.9575;25.6;39.8;2;Brachyscome multifida;Asteraceae;Eurema smilax;0
Royal Park;9;4;1/24/2017;17:29:00;27.78;-37.7915;144.9573;27.1;37.2;1.3;Coleonema pulchellum;Rutaceae;Eurema smilax;0
Royal Park;9;4;1/24/2017;17:06:00;0.01;-37.7915;144.9574;28.3;36.6;1.2;Hibiscus sp.;Malvaceae;Eurema smilax;0
Royal Park;9;4;1/24/2017;17:52:00;15.33;-37.7922;144.9575;23.7;47.7;0.7;Verbena sp. ;Verbenaceae;Eurema smilax;0
State Library of Victoria;1;1;1/16/2017;11:24:00;0.04;-37.8096;144.9643;22.7;49.1;1.4;Dietes sp.;Iridaceae;Eurema smilax;0
State Library of Victoria;1;1;1/16/2017;11:52:00;0.04;-37.8097;144.9642;24.3;45.7;1.3;Dietes sp.;Iridaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;12:19:00;0.03;-37.8096;144.9639;21.7;53.5;2.4;Dietes sp.;Iridaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;12:36:00;0.01;-37.8098;144.9642;24.3;57.4;0.5;Dietes sp.;Iridaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;13:20:00;0.01;-37.8103;144.9646;25;44.8;1;Dietes sp.;Iridaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;12:16:00;27.78;-37.8096;144.9639;21.3;54.7;0.7;Echium candicans;Boraginaceae;Eurema smilax;0
State Library of Victoria;1;1;1/16/2017;11:36:00;0.5;-37.8097;144.9644;23.5;49.2;1.1;Euphorbia sp. ;Euphorbiaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;12:52:00;0.8;-37.8098;144.9664;27;48.4;1;Trachelospermum jasminoides;Apocynaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;12:38:00;1.28;-37.8098;144.9642;26.2;54.1;0.9;Trachelospermum jasminoides;Apocynaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;13:05:00;0.75;-37.8102;144.9643;30;37.6;2.2;Trachelospermum jasminoides;Apocynaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;12:54:00;0.08;-37.8096;144.9642;29.5;38.7;1.4;Viburnum sp.;Adoxaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;13:07:00;0.08;-37.8102;144.9643;26.6;44.8;1.1;Viburnum sp.;Adoxaceae;Eurema smilax;0
State Library of Victoria;1;1;2/13/2017;13:22:00;0.13;-37.8101;144.9643;25;45;1.3;Viburnum sp.;Adoxaceae;Eurema smilax;0
State Library of Victoria;1;2;1/16/2017;12:08:00;5;-37.8097;144.9641;25.2;43.7;1;Echium candicans;Boraginaceae;Eurema smilax;0
State Library of Victoria;1;3;1/16/2017;12:23:00;0.02;-37.8096;144.9644;26.1;43.3;0.7;Dietes sp.;Iridaceae;Eurema smilax;0
State Library of Victoria;1;3;1/16/2017;12:44:00;0.04;-37.8098;144.9644;27;47.8;1;Dietes sp.;Iridaceae;Eurema smilax;0
State Library of Victoria;1;3;1/16/2017;13:15:00;0.06;-37.8104;144.9649;32.4;38.7;1.5;Dietes sp.;Iridaceae;Eurema smilax;0
State Library of Victoria;1;3;1/16/2017;12:49:00;1.86;-37.8098;144.9644;34.5;41.1;1.4;Trachelospermum jasminoides;Apocynaceae;Eurema smilax;0
State Library of Victoria;1;3;1/16/2017;13:35:00;1.45;-37.8102;144.9642;33.9;31.6;1.9;Trachelospermum jasminoides;Apocynaceae;Eurema smilax;0
State Library of Victoria;1;3;1/16/2017;13:08:00;0.32;-37.8104;144.9649;34.5;32.3;0.7;Viburnum sp.;Adoxaceae;Eurema smilax;0
State Library of Victoria;1;3;1/16/2017;13:31:00;0.2;-37.8102;144.9642;31;34.4;1;Viburnum sp.;Adoxaceae;Eurema smilax;0
University Square;1;1;1/24/2017;18:42:00;1.25;-37.8007;144.9601;23.7;44.4;1.8;Trifolium repens;Fabaceae;Eurema smilax;0
University Square;1;1;1/24/2017;18:57:00;0.75;-37.8012;144.9599;22.1;47.5;2;Trifolium repens;Fabaceae;Eurema smilax;0
University Square;1;1;2/15/2017;13:27:00;0.31;-37.801;144.96;30.6;42.4;1.4;Trifolium repens;Fabaceae;Eurema smilax;0
University Square;2;1;1/24/2017;19:28:00;0.5;-37.8017;144.9599;21.6;48.3;1.2;Trifolium repens;Fabaceae;Eurema smilax;0
University Square;2;1;2/15/2017;13:45:00;0.35;-37.8016;144.9604;32.6;29.8;5.5;Trifolium repens;Fabaceae;Eurema smilax;0
University Square;9;1;1/24/2017;19:12:00;0.75;-37.8012;144.9606;21.5;48;0.6;Trifolium repens;Fabaceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;11:03:00;43.75;-37.8323;144.9058;33.4;38.5;1.3;Acacia implexa;Fabaceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;10:03:00;2.08;-37.8322;144.9061;28.9;47.1;2;Asteraceae 1;Asteraceae;Eurema smilax;0
Westgate Park;1;1;2/4/2017;13:22:00;0.06;-37.8321;144.9057;36.8;19;1.1;Bursaria spinosa;Pittosporaceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;9:39:00;0.01;-37.832;144.9061;26.9;53.2;4.2;Bursaria spinosa;Pittosporaceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;11:31:00;1;-37.8324;144.906;31.3;48;1.5;Dianella revoluta;Asphodelaceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;10:35:00;0.83;-37.8324;144.9061;31.8;42.3;2.9;Dianella revoluta;Asphodelaceae;Eurema smilax;0
Westgate Park;1;1;3/7/2017;13:30:00;2;-37.8322;144.9053;35.6;27.5;0.8;Dianella revoluta;Asphodelaceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;9:42:00;333.33;-37.832;144.9061;27.4;50.6;2.6;Epilobium billardierianum;Onagraceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;11:38:00;62.5;-37.8324;144.9058;31.9;46;1.5;Galenia pubescens;Aizoaceae;Eurema smilax;0
Westgate Park;1;1;2/4/2017;13:18:00;1.43;-37.8321;144.9057;36.2;16.4;1.2;Goodenia ovata;Goodeniaceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;11:28:00;6.12;-37.8324;144.906;31;47.9;1.3;Goodenia ovata;Goodeniaceae;Eurema smilax;0
Westgate Park;1;1;2/4/2017;13:39:00;0.16;-37.832;144.9058;37.8;21;1.1;Melaleuca mesophila;Myrtaceae ;Eurema smilax;0
Westgate Park;1;1;2/5/2017;9:58:00;5;-37.8321;144.9061;27.9;49.1;2.1;Olearia ramulosa;Asteraceae;Eurema smilax;0
Westgate Park;1;1;2/5/2017;10:17:00;14.79;-37.8322;144.9061;29.9;44.4;2;Olearia ramulosa;Asteraceae;Eurema smilax;0
