site;sloc;walk;date;time;floden;gpsnorth;gpssouth;temp;hum;win;vegspecies;vegfamily;butterfly;occ
Royal Park;3;4;1/21/2017;17:53:00;0.16;-37.7959;144.9512;28.2;36.9;1.4;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;3;4;2/23/2017;17:26:00;8.33;-37.7949;144.9528;30.3;37.7;1;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;3;4;1/21/2017;16:32:00;6.17;-37.7955;144.9519;34.7;25.5;0.6;Brachyscome multifida;Asteraceae;Junonia villida;0
Royal Park;3;4;1/21/2017;18:10:00;3.5;-37.7958;144.951;28.7;43.5;1.6;Brachyscome multifida;Asteraceae;Junonia villida;0
Royal Park;3;4;1/21/2017;13:19:00;9.52;-37.7953;144.9518;32.5;35.9;1.2;Correa galbraith;Rutaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;12:56:00;1.43;-37.7952;144.952;30.1;34.2;0.7;Correa glabra;Rutaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;17:02:00;2.78;-37.7956;144.952;33.9;32.5;2.7;Goodenia ovata;Goodeniaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;13:24:00;1.24;-37.7953;144.9518;31.8;33.8;1.2;Pelargonium australe;Geraniaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;13:29:00;55.56;-37.7953;144.9518;37;24.1;0.5;Pimelea humilius;Thymelaeaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;16:48:00;64;-37.7956;144.9522;34.9;28.4;0;Pimelea humilius;Thymelaeaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;17:49:00;7;-37.7959;144.9512;29.7;35.2;0.9;Pimelea humilius;Thymelaeaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;17:18:00;12.67;-37.796;144.9513;32.8;0;0.7;Pomaderris racemosa;Rhamnaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;17:45:00;6.67;-37.7959;144.9512;31.2;30.5;0.8;Pomaderris racemosa;Rhamnaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;12:44:00;1.5;-37.7949;144.9521;27.4;41.2;1.3;Trifolium repens;Fabaceae;Junonia villida;0
Royal Park;3;4;1/21/2017;16:28:00;0.71;-37.7955;144.9519;29.7;36.3;0.7;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;4;1;1/18/2017;10:25:00;111.11;-37.7822;144.9493;23.7;39;1.5;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;4;1;2/17/2017;12:54:00;30;-37.783;144.9487;29.5;36.5;1.7;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;4;1;2/17/2017;13:24:00;9.38;-37.7834;144.9484;31.1;31;1.1;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;4;1;2/17/2017;14:04:00;10.2;-37.7833;144.9494;30.7;30.1;2.2;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;4;1;1/18/2017;10:41:00;120;-37.7823;144.9492;26.2;37.9;2.5;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;4;1;1/18/2017;11:57:00;0.02;-37.7821;144.9495;23.8;45.4;0.9;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;4;1;2/17/2017;12:04:00;0.07;-37.7824;144.949;24.3;47.5;0;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;4;1;2/17/2017;12:19:00;0.04;-37.7825;144.949;28;34.7;1.7;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;4;1;1/18/2017;11:24:00;0.04;-37.7818;144.9494;27.4;35.9;2.4;Foeniculum vulgare;Apiaceae;Junonia villida;0
Royal Park;4;1;2/17/2017;12:38:00;100;-37.7831;144.9487;28.2;37.1;0.7;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;4;1;1/18/2017;10:54:00;14.29;-37.782;144.9493;23.5;44;1.9;Goodenia ovata;Goodeniaceae;Junonia villida;0
Royal Park;4;1;2/17/2017;14:21:00;1;-37.7839;144.9484;30.7;30;2.5;Plantago lanceolata;Plantaginaceae;Junonia villida;0
Royal Park;4;1;2/17/2017;13:49:00;28;-37.7835;144.9486;32.3;29.7;0.5;Portulaca oleracea;Portulacaceae;Junonia villida;0
Royal Park;4;1;1/18/2017;11:39:00;2.04;-37.7818;144.9494;27.4;34.8;2.1;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;4;1;1/18/2017;11:18:00;0.76;-37.7818;144.9494;26.6;33.7;0;Rubus sp.;Rosaceae;Junonia villida;0
Royal Park;4;2;1/18/2017;13:55:00;51.02;-37.7828;144.9481;29;30.7;0.8;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;4;2;1/18/2017;13:33:00;0.1;-37.7824;144.9486;33.5;25.6;3.1;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;4;2;2/17/2017;15:00:00;4;-37.7824;144.9485;27.1;37.8;0.9;Corymbia eximia;Myrtaceae ;Junonia villida;0
Royal Park;4;2;2/17/2017;15:40:00;0.14;-37.7841;144.9474;27.9;33.2;1.5;Dietes sp.;Iridaceae;Junonia villida;0
Royal Park;4;2;2/17/2017;15:27:00;2;-37.7836;144.9472;27.4;33.1;0.9;Eucalyptus eremophila;Myrtaceae ;Junonia villida;0
Royal Park;4;2;1/18/2017;13:00:00;0.04;-37.7819;144.9492;35.9;24.6;0.7;Foeniculum vulgare;Apiaceae;Junonia villida;0
Royal Park;4;2;1/18/2017;12:41:00;5.71;-37.782;144.9492;25.5;35.1;0.7;Goodenia ovata;Goodeniaceae;Junonia villida;0
Royal Park;4;2;1/18/2017;1:15:00;12;-37.7819;144.749;35;22.9;1.7;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;4;2;1/18/2017;0:57:00;0.31;-37.7819;144.9492;29.9;32.1;0.8;Rubus sp.;Rosaceae;Junonia villida;0
Royal Park;4;3;1/18/2017;14:14:00;0.02;-37.7823;144.949;31.4;27.8;2.6;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;4;3;1/18/2017;14:35:00;0.96;-37.7832;144.9487;32.9;25.9;0.8;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Royal Park;4;3;2/17/2017;16:30:00;0.07;-37.7815;144.9504;30.4;29.2;1.4;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Royal Park;4;3;2/17/2017;16:14:00;64;-37.7821;144.9499;33.5;25.9;0.8;Schinus molle;Anacardiaceae;Junonia villida;0
Royal Park;4;3;2/17/2017;16:49:00;4;-37.7816;144.9501;30.2;29.3;2.9;Solanum nigrans;Solanaceae;Junonia villida;0
Royal Park;4;3;2/17/2017;15:59:00;16;-37.7825;144.9494;29.9;33.4;0.7;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;4;4;2/17/2017;17:04:00;0.06;-37.782;144.9494;29.1;32.2;1.9;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;4;4;1/18/2017;16:04:00;0.06;-37.7815;144.9504;26.3;29.9;1.3;Chrysoceohalum semipapposum;Asteraceae;Junonia villida;0
Royal Park;4;4;2/17/2017;17:23:00;0.56;-37.7818;144.9494;29;30.9;0.6;Foeniculum vulgare;Apiaceae;Junonia villida;0
Royal Park;4;4;1/18/2017;15:34:00;1;-37.7823;144.9495;29.1;27.9;2.5;Mentha saturioides;Lamiaceae;Junonia villida;0
Royal Park;4;4;2/17/2017;16:46:00;15;-37.7815;144.9499;32;29.1;1.4;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;4;4;2/17/2017;17:20:00;14.06;-37.7818;144.9492;28.7;31.8;1.2;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;4;4;1/18/2017;15:50:00;8;-37.782;144.9502;28.1;30.4;1.1;Schinus molle;Anacardiaceae;Junonia villida;0
Royal Park;4;4;1/18/2017;15:16:00;10.94;-37.7824;144.9492;30.3;29.2;3.7;Solanum nigrans;Solanaceae;Junonia villida;0
Royal Park;4;4;1/18/2017;15:00:00;7.72;-37.7825;144.9494;30.7;27.8;3.1;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;5;1;1/25/2017;11:36:00;0.33;-37.7819;144.946;28.8;35.9;0.9;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;5;1;1/25/2017;12:08:00;0.11;-37.7819;144.9461;33.6;28.7;1.1;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;5;1;2/18/2017;0:28:00;0.06;-37.7822;144.9472;27.3;31.8;0.6;Clematis sp. ;Rununculaceae;Junonia villida;0
Royal Park;5;1;2/18/2017;12:43:00;0.06;-37.7821;144.9473;27.8;28.4;0.5;Clematis sp. ;Rununculaceae;Junonia villida;0
Royal Park;5;1;1/25/2017;11:40:00;3.75;-37.7818;144.9459;27;42;1.1;Goodenia ovata;Goodeniaceae;Junonia villida;0
Royal Park;5;1;1/25/2017;12:19:00;1;-37.7819;144.9461;34.5;26.5;0.8;Persicaria decipiens;Polygonaceae;Junonia villida;0
Royal Park;5;1;2/18/2017;11:39:00;19.44;-37.7821;144.945;22.6;37.8;1.1;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;5;1;2/18/2017;11:51:00;20.41;-37.782;144.9451;24.6;42.3;0.8;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;5;1;2/18/2017;12:05:00;30.61;-37.7819;144.9456;24.6;38;0.7;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;5;1;2/18/2017;12:47:00;0.11;-37.7821;144.9473;28.5;30.1;0.6;Solanum aviculare;Solanaceae;Junonia villida;0
Royal Park;5;1;1/25/2017;11:54:00;0.44;-37.7819;144.7459;32.9;27.4;0.9;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;5;2;2/20/2017;16:45:00;37.5;-37.7834;144.9457;26.8;4.1;3.4;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;5;2;2/20/2017;15:31:00;0.12;-37.7824;144.945;25.4;43.7;0.6;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;5;2;2/20/2017;15:44:00;0.13;-37.7827;144.9452;26.5;41.7;2.2;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;5;2;2/20/2017;17:03:00;16;-37.7834;144.9461;28.4;38.9;0.5;Correa glabra;Rutaceae;Junonia villida;0
Royal Park;5;2;1/25/2017;13:55:00;0.06;-37.7828;144.9469;36.2;20.8;0.6;Foeniculum vulgare;Apiaceae;Junonia villida;0
Royal Park;5;2;2/20/2017;15:11:00;76;-37.7824;144.945;22.5;47.7;1.7;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;5;2;2/20/2017;3:55:00;80;-37.7829;144.9453;25.5;45;1.6;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;5;2;2/20/2017;16:08:00;100;-37.783;144.9453;26.2;42.6;2.1;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;5;2;1/25/2017;13:21:00;4.17;-37.7822;144.9466;34.9;25.8;2.6;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;5;2;2/18/2017;12:58:00;10.2;-37.7821;144.9451;27.9;33.1;0.8;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;5;2;2/20/2017;16:28:00;1.25;-37.7833;144.9457;26.6;42.7;1.8;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Royal Park;5;3;1/25/2017;14:55:00;0.22;-37.7837;144.9454;38.4;23.6;1.1;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;5;3;1/25/2017;14:35:00;3.56;-37.7834;144.9456;35.5;26.7;1.9;Craspedia sp. ;Asteraceae;Junonia villida;0
Royal Park;5;3;1/25/2017;14:20:00;5;-37.7825;144.9452;36.7;23.6;2.3;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;6;1;1/22/2017;11:34:00;6.22;-37.7818;144.9423;25.3;43.2;1.3;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;6;1;2/16/2017;12:54:00;12;-37.7817;144.9432;32.9;40.7;0.7;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;6;1;2/16/2017;13:21:00;9.38;-37.7817;144.9431;31.5;43.9;2.1;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;6;1;1/22/2017;11:01:00;93.75;-37.7817;144.9433;23.7;50.6;1;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;6;1;1/22/2017;11:16:00;81.63;-37.7816;144.9429;24.5;49;1;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;6;1;2/16/2017;13:49:00;3.5;-37.782;144.9424;29.3;46.3;1.3;Corymbia eximia;Myrtaceae ;Junonia villida;0
Royal Park;6;2;1/22/2017;12:16:00;71.43;-37.7822;144.9435;27.3;40.6;0.6;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;6;2;1/22/2017;12:40:00;0.3;-37.7824;144.9434;29.1;42.8;1.2;Lythrum salicaria;Primulaceae;Junonia villida;0
Royal Park;6;2;2/16/2017;14:11:00;0.21;-37.7824;144.9433;32.8;43.6;0.6;Lythrum salicaria;Primulaceae;Junonia villida;0
Royal Park;6;2;2/16/2017;14:26:00;0.14;-37.7827;144.9435;37.3;33.3;1.3;Lythrum salicaria;Primulaceae;Junonia villida;0
Royal Park;6;2;2/16/2017;14:31:00;8;-37.7827;144.9434;31.4;42.2;3;Persicaria decipiens;Polygonaceae;Junonia villida;0
Royal Park;6;2;2/16/2017;15:18:00;0.31;-37.7835;144.9417;28;47.1;2.2;Trifolium repens;Fabaceae;Junonia villida;0
Royal Park;6;2;1/22/2017;13:11:00;25.39;-37.7828;144.9427;30.6;38.5;2.1;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;6;2;2/16/2017;14:48:00;2;-37.7827;144.9425;29.4;46.7;2;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;6;2;2/16/2017;15:03:00;2.25;-37.7828;144.9424;27;47.2;2;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;6;3;2/16/2017;16:16:00;0.16;-37.7829;144.9438;25.2;59.2;2.5;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;6;3;2/16/2017;16:32:00;0.11;-37.7832;144.9441;27.1;51.1;1.8;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;6;3;1/22/2017;13:30:00;0.05;-37.7819;144.9444;29.7;41.1;0.9;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;6;3;1/22/2017;13:58:00;0.13;-37.7827;144.9446;33.1;32.5;1.3;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;6;3;2/16/2017;15:55:00;0.13;-37.7824;144.9445;27.2;48.5;1.5;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;6;3;2/16/2017;16:38:00;64;-37.7832;144.944;26.4;53.4;18;Medicago lupulina;Fabaceae;Junonia villida;0
Royal Park;6;3;1/22/2017;13:48:00;5;-37.7825;144.9447;34.7;33.5;0.4;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;6;3;2/16/2017;16:11:00;1.75;-37.7831;144.9439;26.9;54.6;3.1;Trifolium repens;Fabaceae;Junonia villida;0
Royal Park;6;4;1/22/2017;14:16:00;0.75;-37.7828;144.9438;32.2;34.3;2.6;Lythrum salicaria;Primulaceae;Junonia villida;0
Royal Park;7;1;1/17/2017;11:24:00;25;-37.7905;144.7573;34.5;20.1;1.4;Angophora floribunda;Myrtaceae ;Junonia villida;0
Royal Park;7;1;1/17/2017;9:34:00;0.44;-37.7895;144.957;30.5;31.3;1.1;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;7;1;2/21/2017;11:24:00;3.7;-37.7893;144.9555;27.5;39.5;0.5;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;7;1;2/21/2017;11:47:00;0.5;-37.789;144.956;28.4;37.9;0.9;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;7;1;2/21/2017;11:19:00;0.44;-37.7893;144.9555;26.1;42.2;1.5;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;7;1;1/17/2017;11:06:00;0.78;-37.7904;144.9572;33.8;28.6;0;Brachychitron pupulneus;Malvaceae;Junonia villida;0
Royal Park;7;1;2/21/2017;12:08:00;5;-37.7889;144.9549;27.6;36.4;0.6;Chenopodium nutans;Chenopodaceae;Junonia villida;0
Royal Park;7;1;2/21/2017;10:50:00;12;-37.7903;144.9566;25.6;43.1;1.3;Eucalyptus cladocalyx;Myrtaceae ;Junonia villida;0
Royal Park;7;1;2/21/2017;11:05:00;0.12;-37.7894;144.9561;25;44.4;1.5;Eucalyptus cladocalyx;Myrtaceae ;Junonia villida;0
Royal Park;7;1;1/17/2017;9:39:00;160;-37.7895;144.957;32.1;29.9;1.7;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;7;1;1/17/2017;11:45:00;280;-37.7907;144.9572;36;18.3;1.3;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;7;1;1/17/2017;11:58:00;#DIV/0!;-37.7909;144.9568;38.8;15.6;1.7;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;7;1;2/21/2017;10:34:00;31.25;-37.789;144.9566;24.3;43.9;1.2;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;7;1;1/17/2017;10:45:00;0.02;-37.7902;144.9573;33.5;26.9;1.8;Lophostemon confertus;Myrtaceae ;Junonia villida;0
Royal Park;7;1;2/21/2017;11:43:00;0.07;-37.789;144.9549;28.3;33.8;1.3;Ozothamnus ferrugineus;Asteraceae;Junonia villida;0
Royal Park;7;1;2/21/2017;12:05:00;0.04;-37.7953;144.952;30.6;29.4;1.4;Ozothamnus ferrugineus;Asteraceae;Junonia villida;0
Royal Park;7;1;2/21/2017;10:31:00;12.24;-37.789;144.9566;24.5;47.1;0.5;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Royal Park;7;2;1/17/2017;13:49:00;320;-37.7892;144.9569;41;16.2;1.6;Acacia implexa;Fabaceae;Junonia villida;0
Royal Park;7;2;1/17/2017;14:19:00;0.44;-37.7887;144.956;39.3;16.4;0.4;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;7;2;2/21/2017;0:16:00;80;-37.7895;144.9573;26.9;37;0.6;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;7;2;2/21/2017;12:41:00;80;-37.7907;144.9574;24.9;38.9;1.2;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;7;2;1/17/2017;15:06:00;0.03;-37.7886;144.9548;39.3;18.3;1.1;Ozothamnus ferrugineus;Asteraceae;Junonia villida;0
Royal Park;7;2;2/21/2017;12:55:00;2.47;-37.7909;144.9574;26.6;34.9;1.2;Solanum nigrans;Solanaceae;Junonia villida;0
Royal Park;7;3;2/21/2017;13:20:00;3.13;-37.7897;144.9579;26.8;37.6;2;Anagallis arvensis;Primulaceae;Junonia villida;0
Royal Park;7;3;1/17/2017;16:12:00;0.89;-37.7897;144.9556;40.01;15.3;0.4;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;7;3;2/21/2017;13:44:00;1.33;-37.7899;144.9556;32.2;28.6;2.2;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;7;3;1/17/2017;16:55:00;0.04;-37.789;144.955;40.5;16.2;2.5;Ozothamnus ferrugineus;Asteraceae;Junonia villida;0
Royal Park;7;3;1/17/2017;16:37:00;1500;-37.7898;144.9555;41.3;19.8;0;Polygonum aviculare;Polygonaceae;Junonia villida;0
Royal Park;7;3;1/17/2017;16:31:00;6.79;-37.7898;144.9555;41;17.3;0;Trifolium repens;Fabaceae;Junonia villida;0
Royal Park;7;3;1/17/2017;15:57:00;12.82;-37.7895;144.9576;37.7;22.6;0.8;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;7;3;2/21/2017;13:16:00;9.78;-37.7896;144.9571;28;34.2;0.5;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;7;3;2/21/2017;13:23:00;6.67;-37.7897;144.9579;26.4;39.6;0.8;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;8;1;2/24/2017;15:30:00;1.75;-37.7892;144.9436;24.2;42.1;1.9;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;8;1;1/18/2017;17:23:00;1.11;-37.7893;144.9427;25.5;36.1;3.1;Chrysoceohalum semipapposum;Asteraceae;Junonia villida;0
Royal Park;8;1;1/18/2017;17:47:00;4.63;-37.7888;144.9439;22;42.1;2.3;Eucalyptus camaldulensis;Myrtaceae ;Junonia villida;0
Royal Park;8;1;1/18/2017;16:43:00;31.25;-37.7887;144.9439;26.3;35.8;3.2;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;8;1;2/24/2017;14:14:00;111.11;-37.7886;144.9439;25.5;40.6;1.8;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;8;1;2/24/2017;15:08:00;125;-37.7892;144.943;23.1;45;0.8;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;8;1;1/18/2017;17:06:00;0.03;-37.7892;144.9426;24.6;37;2;Grevillea sp. ;Proteaceae;Junonia villida;0
Royal Park;8;1;2/24/2017;15:03:00;0.04;-37.7893;144.9427;23.5;43.8;2;Grevillea sp. ;Proteaceae;Junonia villida;0
Royal Park;8;1;2/24/2017;14:41:00;2.08;-37.7891;144.9428;24.4;43.3;2.6;Rosmarinus officinalis;Lamiaceae;Junonia villida;0
Royal Park;8;1;1/18/2017;17:30:00;284;-37.7891;144.9423;22.5;40.5;3.6;Schinus molle;Anacardiaceae;Junonia villida;0
Royal Park;8;1;2/24/2017;14:29:00;118.75;-37.7894;144.9428;24.9;39.8;2.6;Schinus molle;Anacardiaceae;Junonia villida;0
Royal Park;8;2;1/19/2017;10:03:00;1.23;-37.7894;144.9452;20.1;47.1;1;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;8;2;2/24/2017;15:53:00;1;-37.7888;144.9451;22.7;47.1;2.5;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;8;2;1/19/2017;10:18:00;2.5;-37.7895;144.9449;22.2;42.4;1.1;Eucalyptus camaldulensis;Myrtaceae ;Junonia villida;0
Royal Park;8;2;1/19/2017;10:32:00;2;-37.7893;144.9447;22.8;43.1;2.1;Eucalyptus camaldulensis;Myrtaceae ;Junonia villida;0
Royal Park;8;2;1/19/2017;10:43:00;1;-37.7891;144.945;22.9;39;1.6;Eucalyptus camaldulensis;Myrtaceae ;Junonia villida;0
Royal Park;8;2;2/24/2017;15:42:00;8.88;-37.7888;144.9446;23.1;44.7;3;Eucalyptus camaldulensis;Myrtaceae ;Junonia villida;0
Royal Park;8;3;1/19/2017;11:01:00;3.25;-37.7886;144.9447;26.2;33.3;3.3;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;8;3;1/19/2017;11:33:00;1.75;-37.7883;144.946;27.3;34.6;1.3;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;8;3;1/19/2017;11:18:00;14.06;-37.7886;144.9453;28.3;32.6;1.7;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;8;4;1/19/2017;12:30:00;0.45;-37.7874;144.9437;29.1;32.3;1.5;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;8;4;1/19/2017;0:05:00;50;-37.7878;144.9446;26;36.4;1.7;Eucalyptus camaldulensis;Myrtaceae ;Junonia villida;0
Royal Park;8;4;1/19/2017;0:49:00;5.76;-37.7877;144.9437;28.7;35.5;0.9;Plumbago auriculata;Plumbaginaceae;Junonia villida;0
Royal Park;9;1;1/24/2017;11:28:00;0.75;-37.7908;144.9566;25.7;45.1;1.3;Asteraceae 1;Asteraceae;Junonia villida;0
Royal Park;9;1;2/22/2017;11:02:00;4;-37.7915;144.9572;29.4;27.2;1.9;Brachyscome multifida;Asteraceae;Junonia villida;0
Royal Park;9;1;2/22/2017;11:52:00;1.5;-37.7916;144.9571;31.7;27;1.1;Brachyscome multipda;Asteraceae;Junonia villida;0
Royal Park;9;1;1/24/2017;0:01:00;187.5;-37.7912;144.9569;27.6;37.6;1.8;Galenia pubescens;Aizoaceae;Junonia villida;0
Royal Park;9;1;2/22/2017;12:24:00;0.4;-37.7916;144.9567;29.3;28.9;2.9;Lythrum salicaria;Primulaceae;Junonia villida;0
Royal Park;9;1;2/22/2017;0:27:00;0.22;-37.7916;144.9567;29;27.2;2.1;Lythrum salicaria;Primulaceae;Junonia villida;0
Royal Park;9;1;1/24/2017;11:46:00;1.25;-37.7912;144.9561;27.5;39.3;1.4;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Royal Park;9;1;2/22/2017;13:12:00;0.06;-37.7916;144.9578;30.7;35;1.5;Melaleuca viminalis;Myrtaceae ;Junonia villida;0
Royal Park;9;1;2/22/2017;12:42:00;2.5;-37.7917;144.9567;28.8;28.7;2.4;Persicaria decipiens;Polygonaceae;Junonia villida;0
Royal Park;9;1;2/22/2017;12:07:00;0.56;-37.7915;144.9567;30.6;28.8;4;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Royal Park;9;1;2/22/2017;13:24:00;0.16;-37.7918;144.9563;33.8;28.3;0.7;Solanum aviculare;Solanaceae;Junonia villida;0
Royal Park;9;1;2/22/2017;12:55:00;2.16;-37.7916;144.9566;30.3;30.1;1.6;Trifolium repens;Fabaceae;Junonia villida;0
Royal Park;9;1;2/22/2017;11:19:00;22.22;-37.7915;144.9571;32.2;24.6;0;Verbena sp. ;Verbenaceae;Junonia villida;0
Royal Park;9;1;2/22/2017;11:38:00;1.33;-37.7915;144.957;31.7;24.9;1.2;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;9;1;2/22/2017;12:10:00;1.78;-37.7915;144.9567;28.7;26.7;2.7;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;9;1;2/22/2017;13:38:00;0.95;-37.7919;144.9566;35.3;21.4;1.8;Xerochrysum viscosum;Asteraceae;Junonia villida;0
Royal Park;9;2;2/22/2017;17:00:00;2.78;-37.7921;144.9575;35.2;23.2;1.5;Brachyscome multifida;Asteraceae;Junonia villida;0
Royal Park;9;2;2/22/2017;14:51:00;4.14;-37.7915;144.9573;34.4;22.9;0.8;Coleonema pulchellum;Rutaceae;Junonia villida;0
Royal Park;9;2;2/22/2017;15:03:00;1.86;-37.7915;144.9572;35.2;21.5;0.9;Correa alba;Rutaceae;Junonia villida;0
Royal Park;9;2;2/22/2017;16:44:00;1.78;-37.7919;144.9574;35.3;24.6;1.9;Dianella revoluta;Asphodelaceae;Junonia villida;0
Royal Park;9;2;1/24/2017;12:50:00;0.5;-37.7918;144.9577;28.3;35.8;1.1;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Royal Park;9;2;2/22/2017;14:34:00;0.05;-37.7915;144.9574;33.2;27.5;2;Melaleuca viminalis;Myrtaceae ;Junonia villida;0
Royal Park;9;2;2/22/2017;16:33:00;0.5;-37.7919;144.9575;36.1;19.3;0.8;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Royal Park;9;2;2/22/2017;16:17:00;3.75;-37.7919;144.9575;36.4;19;1.4;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Royal Park;9;2;2/22/2017;17:29:00;2.77;-37.7922;144.9574;34.4;22.2;2.2;Trifolium repens;Fabaceae;Junonia villida;0
