"site";"interaction_type";"species";"species_functional_group";"metric";"value"
"Westgate Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"betweenness";0,00636707370197936
"Westgate Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"closeness";0,0139800889642025
"Westgate Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"weighted.closeness";0,0146888129849212
"Westgate Park";"Herbivory";"Hydrellia tritici";"Herbivore";"normalised.degree";0,125
"Westgate Park";"Herbivory";"Hydrellia tritici";"Herbivore";"species.strength";0,633333333333333
"Westgate Park";"Herbivory";"Hydrellia tritici";"Herbivore";"d";0,470287033247706
"Westgate Park";"Herbivory";"Hydrellia tritici";"Herbivore";"betweenness";0,0110866073130224
"Westgate Park";"Herbivory";"Hydrellia tritici";"Herbivore";"weighted.betweenness";0,000377964660304262
"Westgate Park";"Herbivory";"Hydrellia tritici";"Herbivore";"closeness";0,0131857657276001
"Westgate Park";"Herbivory";"Hydrellia tritici";"Herbivore";"weighted.closeness";0,00946496954397077
"Westgate Park";"Herbivory";"Agromyzidae 1";"Herbivore";"normalised.degree";0,125
"Westgate Park";"Herbivory";"Agromyzidae 1";"Herbivore";"species.strength";0,509523809523809
"Westgate Park";"Herbivory";"Agromyzidae 1";"Herbivore";"d";0,406703456055026
"Westgate Park";"Herbivory";"Agromyzidae 1";"Herbivore";"betweenness";0,0197160674755014
"Westgate Park";"Herbivory";"Agromyzidae 1";"Herbivore";"weighted.betweenness";0,000755929320608523
"Westgate Park";"Herbivory";"Agromyzidae 1";"Herbivore";"closeness";0,013821224316882
"Westgate Park";"Herbivory";"Agromyzidae 1";"Herbivore";"weighted.closeness";0,0116958858868955
"Westgate Park";"Herbivory";"Pheidole sp. 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Pheidole sp. 1";"Herbivore";"species.strength";0,2
"Westgate Park";"Herbivory";"Pheidole sp. 1";"Herbivore";"d";0,511675493094024
"Westgate Park";"Herbivory";"Pheidole sp. 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Pheidole sp. 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Pheidole sp. 1";"Herbivore";"closeness";0,0120207583139165
"Westgate Park";"Herbivory";"Pheidole sp. 1";"Herbivore";"weighted.closeness";0,00588272051525155
"Westgate Park";"Herbivory";"Omonadus sp. 1 (hesperi group)";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Omonadus sp. 1 (hesperi group)";"Herbivore";"species.strength";0,333333333333333
"Westgate Park";"Herbivory";"Omonadus sp. 1 (hesperi group)";"Herbivore";"d";0,666666666666667
"Westgate Park";"Herbivory";"Omonadus sp. 1 (hesperi group)";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Omonadus sp. 1 (hesperi group)";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Omonadus sp. 1 (hesperi group)";"Herbivore";"closeness";0,00974369836898962
"Westgate Park";"Herbivory";"Omonadus sp. 1 (hesperi group)";"Herbivore";"weighted.closeness";0,00501828591325677
"Westgate Park";"Herbivory";"Phoridae 4";"Herbivore";"normalised.degree";0,166666666666667
"Westgate Park";"Herbivory";"Phoridae 4";"Herbivore";"species.strength";0,568822055137845
"Westgate Park";"Herbivory";"Phoridae 4";"Herbivore";"d";0,259622858056856
"Westgate Park";"Herbivory";"Phoridae 4";"Herbivore";"betweenness";0,0409441056846717
"Westgate Park";"Herbivory";"Phoridae 4";"Herbivore";"weighted.betweenness";0,0264575262212983
"Westgate Park";"Herbivory";"Phoridae 4";"Herbivore";"closeness";0,0158864647320483
"Westgate Park";"Herbivory";"Phoridae 4";"Herbivore";"weighted.closeness";0,0134197422769734
"Westgate Park";"Herbivory";"Phoridae 3";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Phoridae 3";"Herbivore";"species.strength";1
"Westgate Park";"Herbivory";"Phoridae 3";"Herbivore";"d";1
"Westgate Park";"Herbivory";"Phoridae 3";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Phoridae 3";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Phoridae 3";"Herbivore";"closeness";0
"Westgate Park";"Herbivory";"Phoridae 3";"Herbivore";"weighted.closeness";0
"Westgate Park";"Herbivory";"Fulgoridae 3";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Fulgoridae 3";"Herbivore";"species.strength";0,333333333333333
"Westgate Park";"Herbivory";"Fulgoridae 3";"Herbivore";"d";0,666666666666667
"Westgate Park";"Herbivory";"Fulgoridae 3";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Fulgoridae 3";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Fulgoridae 3";"Herbivore";"closeness";0,0117559839017157
"Westgate Park";"Herbivory";"Fulgoridae 3";"Herbivore";"weighted.closeness";0,005908378041742
"Westgate Park";"Herbivory";"Phoridae 5";"Herbivore";"normalised.degree";0,0833333333333333
"Westgate Park";"Herbivory";"Phoridae 5";"Herbivore";"species.strength";0,392156862745098
"Westgate Park";"Herbivory";"Phoridae 5";"Herbivore";"d";0,396469833852684
"Westgate Park";"Herbivory";"Phoridae 5";"Herbivore";"betweenness";0,00192967409948542
"Westgate Park";"Herbivory";"Phoridae 5";"Herbivore";"weighted.betweenness";0,000377964660304262
"Westgate Park";"Herbivory";"Phoridae 5";"Herbivore";"closeness";0,0131328108451599
"Westgate Park";"Herbivory";"Phoridae 5";"Herbivore";"weighted.closeness";0,00939514881868579
"Westgate Park";"Herbivory";"Agromyzidae 2";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Agromyzidae 2";"Herbivore";"species.strength";0,1
"Westgate Park";"Herbivory";"Agromyzidae 2";"Herbivore";"d";0,301365575236872
"Westgate Park";"Herbivory";"Agromyzidae 2";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Agromyzidae 2";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Agromyzidae 2";"Herbivore";"closeness";0,0127091717856386
"Westgate Park";"Herbivory";"Agromyzidae 2";"Herbivore";"weighted.closeness";0,00599751408807579
"Westgate Park";"Herbivory";"Ditropidus sp. 4";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Ditropidus sp. 4";"Herbivore";"species.strength";0,1
"Westgate Park";"Herbivory";"Ditropidus sp. 4";"Herbivore";"d";0,301365575236872
"Westgate Park";"Herbivory";"Ditropidus sp. 4";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Ditropidus sp. 4";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Ditropidus sp. 4";"Herbivore";"closeness";0,0127091717856386
"Westgate Park";"Herbivory";"Ditropidus sp. 4";"Herbivore";"weighted.closeness";0,00599751408807579
"Westgate Park";"Herbivory";"Orthorhinus klugii";"Herbivore";"normalised.degree";0,0833333333333333
"Westgate Park";"Herbivory";"Orthorhinus klugii";"Herbivore";"species.strength";0,152631578947368
"Westgate Park";"Herbivory";"Orthorhinus klugii";"Herbivore";"d";0,194588568807976
"Westgate Park";"Herbivory";"Orthorhinus klugii";"Herbivore";"betweenness";0,00709459565591641
"Westgate Park";"Herbivory";"Orthorhinus klugii";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Orthorhinus klugii";"Herbivore";"closeness";0,0144566829061639
"Westgate Park";"Herbivory";"Orthorhinus klugii";"Herbivore";"weighted.closeness";0,00936444695417391
"Westgate Park";"Herbivory";"Chauliognathus lugubris";"Herbivore";"normalised.degree";0,125
"Westgate Park";"Herbivory";"Chauliognathus lugubris";"Herbivore";"species.strength";0,265490196078431
"Westgate Park";"Herbivory";"Chauliognathus lugubris";"Herbivore";"d";0,170766162572784
"Westgate Park";"Herbivory";"Chauliognathus lugubris";"Herbivore";"betweenness";0,0341204393091186
"Westgate Park";"Herbivory";"Chauliognathus lugubris";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Chauliognathus lugubris";"Herbivore";"closeness";0,0150921414954459
"Westgate Park";"Herbivory";"Chauliognathus lugubris";"Herbivore";"weighted.closeness";0,00936676582639889
"Westgate Park";"Herbivory";"Mirinae 4";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Mirinae 4";"Herbivore";"species.strength";0,166666666666667
"Westgate Park";"Herbivory";"Mirinae 4";"Herbivore";"d";0,456356748809514
"Westgate Park";"Herbivory";"Mirinae 4";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Mirinae 4";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Mirinae 4";"Herbivore";"closeness";0,0102732471933912
"Westgate Park";"Herbivory";"Mirinae 4";"Herbivore";"weighted.closeness";0,00509280943352651
"Westgate Park";"Herbivory";"Orosius sp. 1 (argentatus group)";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Orosius sp. 1 (argentatus group)";"Herbivore";"species.strength";0,166666666666667
"Westgate Park";"Herbivory";"Orosius sp. 1 (argentatus group)";"Herbivore";"d";0,456356748809514
"Westgate Park";"Herbivory";"Orosius sp. 1 (argentatus group)";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Orosius sp. 1 (argentatus group)";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Orosius sp. 1 (argentatus group)";"Herbivore";"closeness";0,0102732471933912
"Westgate Park";"Herbivory";"Orosius sp. 1 (argentatus group)";"Herbivore";"weighted.closeness";0,00509280943352651
"Westgate Park";"Herbivory";"Chaetocnema sp. 1";"Herbivore";"normalised.degree";0,25
"Westgate Park";"Herbivory";"Chaetocnema sp. 1";"Herbivore";"species.strength";0,898345864661654
"Westgate Park";"Herbivory";"Chaetocnema sp. 1";"Herbivore";"d";0,281676227629723
"Westgate Park";"Herbivory";"Chaetocnema sp. 1";"Herbivore";"betweenness";0,0689063426091728
"Westgate Park";"Herbivory";"Chaetocnema sp. 1";"Herbivore";"weighted.betweenness";0,0268354908816026
"Westgate Park";"Herbivory";"Chaetocnema sp. 1";"Herbivore";"closeness";0,0171573819106122
"Westgate Park";"Herbivory";"Chaetocnema sp. 1";"Herbivore";"weighted.closeness";0,0185167568439076
"Westgate Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"species.strength";0,1
"Westgate Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"d";0,301365575236872
"Westgate Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"closeness";0,0123914424909977
"Westgate Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"weighted.closeness";0,00592905504785236
"Westgate Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"species.strength";0,1
"Westgate Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"d";0,301365575236872
"Westgate Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"closeness";0,0123914424909977
"Westgate Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"weighted.closeness";0,00592905504785236
"Westgate Park";"Herbivory";"Euthyphasis parva";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Euthyphasis parva";"Herbivore";"species.strength";0,0526315789473684
"Westgate Park";"Herbivory";"Euthyphasis parva";"Herbivore";"d";0,106618713584542
"Westgate Park";"Herbivory";"Euthyphasis parva";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Euthyphasis parva";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Euthyphasis parva";"Herbivore";"closeness";0,0133975852573607
"Westgate Park";"Herbivory";"Euthyphasis parva";"Herbivore";"weighted.closeness";0,00594366325255754
"Westgate Park";"Herbivory";"Membracidae 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Membracidae 1";"Herbivore";"species.strength";0,105263157894737
"Westgate Park";"Herbivory";"Membracidae 1";"Herbivore";"d";0,308859222061879
"Westgate Park";"Herbivory";"Membracidae 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Membracidae 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Membracidae 1";"Herbivore";"closeness";0,0133975852573607
"Westgate Park";"Herbivory";"Membracidae 1";"Herbivore";"weighted.closeness";0,00956382048665417
"Westgate Park";"Herbivory";"Miridae 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Miridae 1";"Herbivore";"species.strength";0,0526315789473684
"Westgate Park";"Herbivory";"Miridae 1";"Herbivore";"d";0,106618713584542
"Westgate Park";"Herbivory";"Miridae 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Miridae 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Miridae 1";"Herbivore";"closeness";0,0133975852573607
"Westgate Park";"Herbivory";"Miridae 1";"Herbivore";"weighted.closeness";0,00594366325255754
"Westgate Park";"Herbivory";"Mordellistena sp. 1";"Herbivore";"normalised.degree";0,0833333333333333
"Westgate Park";"Herbivory";"Mordellistena sp. 1";"Herbivore";"species.strength";0,12406015037594
"Westgate Park";"Herbivory";"Mordellistena sp. 1";"Herbivore";"d";0,142940514229509
"Westgate Park";"Herbivory";"Mordellistena sp. 1";"Herbivore";"betweenness";0,00475652492161926
"Westgate Park";"Herbivory";"Mordellistena sp. 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Mordellistena sp. 1";"Herbivore";"closeness";0,0142978182588435
"Westgate Park";"Herbivory";"Mordellistena sp. 1";"Herbivore";"weighted.closeness";0,00934836245646839
"Westgate Park";"Herbivory";"Plautia sp. 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Plautia sp. 1";"Herbivore";"species.strength";0,0526315789473684
"Westgate Park";"Herbivory";"Plautia sp. 1";"Herbivore";"d";0,106618713584542
"Westgate Park";"Herbivory";"Plautia sp. 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Plautia sp. 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Plautia sp. 1";"Herbivore";"closeness";0,0133975852573607
"Westgate Park";"Herbivory";"Plautia sp. 1";"Herbivore";"weighted.closeness";0,00594366325255754
"Westgate Park";"Herbivory";"Nocar depressiusculus ";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Nocar depressiusculus ";"Herbivore";"species.strength";0,142857142857143
"Westgate Park";"Herbivory";"Nocar depressiusculus ";"Herbivore";"d";0,409585416946193
"Westgate Park";"Herbivory";"Nocar depressiusculus ";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Nocar depressiusculus ";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Nocar depressiusculus ";"Herbivore";"closeness";0,0120737131963567
"Westgate Park";"Herbivory";"Nocar depressiusculus ";"Herbivore";"weighted.closeness";0,00587158018502265
"Westgate Park";"Herbivory";"Crompus oculatus";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Crompus oculatus";"Herbivore";"species.strength";0,3
"Westgate Park";"Herbivory";"Crompus oculatus";"Herbivore";"d";0,61815620057999
"Westgate Park";"Herbivory";"Crompus oculatus";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Crompus oculatus";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Crompus oculatus";"Herbivore";"closeness";0,0122325778436772
"Westgate Park";"Herbivory";"Crompus oculatus";"Herbivore";"weighted.closeness";0,0120914361699908
"Westgate Park";"Herbivory";"Cuspicona sp. 2";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Cuspicona sp. 2";"Herbivore";"species.strength";0,2
"Westgate Park";"Herbivory";"Cuspicona sp. 2";"Herbivore";"d";0,505906710302356
"Westgate Park";"Herbivory";"Cuspicona sp. 2";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Cuspicona sp. 2";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Cuspicona sp. 2";"Herbivore";"closeness";0,0122325778436772
"Westgate Park";"Herbivory";"Cuspicona sp. 2";"Herbivore";"weighted.closeness";0,00962170133753684
"Westgate Park";"Herbivory";"Dasypsylla sp. 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Dasypsylla sp. 1";"Herbivore";"species.strength";0,1
"Westgate Park";"Herbivory";"Dasypsylla sp. 1";"Herbivore";"d";0,301365575236872
"Westgate Park";"Herbivory";"Dasypsylla sp. 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Dasypsylla sp. 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Dasypsylla sp. 1";"Herbivore";"closeness";0,0122325778436772
"Westgate Park";"Herbivory";"Dasypsylla sp. 1";"Herbivore";"weighted.closeness";0,00596596745481878
"Westgate Park";"Herbivory";"Misophrice sp. 2";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Misophrice sp. 2";"Herbivore";"species.strength";0,1
"Westgate Park";"Herbivory";"Misophrice sp. 2";"Herbivore";"d";0,301365575236872
"Westgate Park";"Herbivory";"Misophrice sp. 2";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Misophrice sp. 2";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Misophrice sp. 2";"Herbivore";"closeness";0,0122325778436772
"Westgate Park";"Herbivory";"Misophrice sp. 2";"Herbivore";"weighted.closeness";0,00596596745481878
"Westgate Park";"Herbivory";"Aacanthocnema dobsoni";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Aacanthocnema dobsoni";"Herbivore";"species.strength";0,25
"Westgate Park";"Herbivory";"Aacanthocnema dobsoni";"Herbivore";"d";0,579380164285695
"Westgate Park";"Herbivory";"Aacanthocnema dobsoni";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Aacanthocnema dobsoni";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Aacanthocnema dobsoni";"Herbivore";"closeness";0,0117559839017157
"Westgate Park";"Herbivory";"Aacanthocnema dobsoni";"Herbivore";"weighted.closeness";0,00589622119347643
"Westgate Park";"Herbivory";"Bruchidius sp. 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Bruchidius sp. 1";"Herbivore";"species.strength";0,25
"Westgate Park";"Herbivory";"Bruchidius sp. 1";"Herbivore";"d";0,579380164285695
"Westgate Park";"Herbivory";"Bruchidius sp. 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Bruchidius sp. 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Bruchidius sp. 1";"Herbivore";"closeness";0,0117559839017157
"Westgate Park";"Herbivory";"Bruchidius sp. 1";"Herbivore";"weighted.closeness";0,00589622119347643
"Westgate Park";"Herbivory";"Cicadellidae 2";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Cicadellidae 2";"Herbivore";"species.strength";0,04
"Westgate Park";"Herbivory";"Cicadellidae 2";"Herbivore";"d";0,0233509861880486
"Westgate Park";"Herbivory";"Cicadellidae 2";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Cicadellidae 2";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Cicadellidae 2";"Herbivore";"closeness";0,0133446303749206
"Westgate Park";"Herbivory";"Cicadellidae 2";"Herbivore";"weighted.closeness";0,00592111470790967
"Westgate Park";"Herbivory";"Cryptorhamphidae 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Cryptorhamphidae 1";"Herbivore";"species.strength";0,04
"Westgate Park";"Herbivory";"Cryptorhamphidae 1";"Herbivore";"d";0,0233509861880486
"Westgate Park";"Herbivory";"Cryptorhamphidae 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Cryptorhamphidae 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Cryptorhamphidae 1";"Herbivore";"closeness";0,0133446303749206
"Westgate Park";"Herbivory";"Cryptorhamphidae 1";"Herbivore";"weighted.closeness";0,00592111470790967
"Westgate Park";"Herbivory";"Eboo sp. 1";"Herbivore";"normalised.degree";0,0833333333333333
"Westgate Park";"Herbivory";"Eboo sp. 1";"Herbivore";"species.strength";0,111428571428571
"Westgate Park";"Herbivory";"Eboo sp. 1";"Herbivore";"d";0,100814812187996
"Westgate Park";"Herbivory";"Eboo sp. 1";"Herbivore";"betweenness";0,00339173405211141
"Westgate Park";"Herbivory";"Eboo sp. 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Eboo sp. 1";"Herbivore";"closeness";0,014138953611523
"Westgate Park";"Herbivory";"Eboo sp. 1";"Herbivore";"weighted.closeness";0,0093445519474704
"Westgate Park";"Herbivory";"Eupelicini 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Eupelicini 1";"Herbivore";"species.strength";0,08
"Westgate Park";"Herbivory";"Eupelicini 1";"Herbivore";"d";0,224607817978853
"Westgate Park";"Herbivory";"Eupelicini 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Eupelicini 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Eupelicini 1";"Herbivore";"closeness";0,0133446303749206
"Westgate Park";"Herbivory";"Eupelicini 1";"Herbivore";"weighted.closeness";0,00950557388343447
"Westgate Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"normalised.degree";0,0833333333333333
"Westgate Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"species.strength";0,237647058823529
"Westgate Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"d";0,29366374953226
"Westgate Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"betweenness";0,00699277137956383
"Westgate Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"closeness";0,0144566829061639
"Westgate Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"weighted.closeness";0,0144862609137556
"Westgate Park";"Herbivory";"Pentatomidae 5";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Pentatomidae 5";"Herbivore";"species.strength";0,08
"Westgate Park";"Herbivory";"Pentatomidae 5";"Herbivore";"d";0,224607817978853
"Westgate Park";"Herbivory";"Pentatomidae 5";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Pentatomidae 5";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Pentatomidae 5";"Herbivore";"closeness";0,0133446303749206
"Westgate Park";"Herbivory";"Pentatomidae 5";"Herbivore";"weighted.closeness";0,00950557388343447
"Westgate Park";"Herbivory";"Pentatomidae 6";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Pentatomidae 6";"Herbivore";"species.strength";0,04
"Westgate Park";"Herbivory";"Pentatomidae 6";"Herbivore";"d";0,0233509861880486
"Westgate Park";"Herbivory";"Pentatomidae 6";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Pentatomidae 6";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Pentatomidae 6";"Herbivore";"closeness";0,0133446303749206
"Westgate Park";"Herbivory";"Pentatomidae 6";"Herbivore";"weighted.closeness";0,00592111470790967
"Westgate Park";"Herbivory";"Tephritidae 1";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Tephritidae 1";"Herbivore";"species.strength";0,04
"Westgate Park";"Herbivory";"Tephritidae 1";"Herbivore";"d";0,0233509861880486
"Westgate Park";"Herbivory";"Tephritidae 1";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Tephritidae 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Tephritidae 1";"Herbivore";"closeness";0,0133446303749206
"Westgate Park";"Herbivory";"Tephritidae 1";"Herbivore";"weighted.closeness";0,00592111470790967
"Westgate Park";"Herbivory";"Anthicidae 1";"Herbivore";"normalised.degree";0,0833333333333333
"Westgate Park";"Herbivory";"Anthicidae 1";"Herbivore";"species.strength";0,130252100840336
"Westgate Park";"Herbivory";"Anthicidae 1";"Herbivore";"d";0,16001350583911
"Westgate Park";"Herbivory";"Anthicidae 1";"Herbivore";"betweenness";0,00607847341337907
"Westgate Park";"Herbivory";"Anthicidae 1";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Anthicidae 1";"Herbivore";"closeness";0,014138953611523
"Westgate Park";"Herbivory";"Anthicidae 1";"Herbivore";"weighted.closeness";0,00931011838548214
"Westgate Park";"Herbivory";"Araecerus sp. 1 (lindensis group)";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Araecerus sp. 1 (lindensis group)";"Herbivore";"species.strength";0,0588235294117647
"Westgate Park";"Herbivory";"Araecerus sp. 1 (lindensis group)";"Herbivore";"d";0,140366025612478
"Westgate Park";"Herbivory";"Araecerus sp. 1 (lindensis group)";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Araecerus sp. 1 (lindensis group)";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Araecerus sp. 1 (lindensis group)";"Herbivore";"closeness";0,0129739461978394
"Westgate Park";"Herbivory";"Araecerus sp. 1 (lindensis group)";"Herbivore";"weighted.closeness";0,00593100884345426
"Westgate Park";"Herbivory";"Phoridae 6";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Phoridae 6";"Herbivore";"species.strength";0,0588235294117647
"Westgate Park";"Herbivory";"Phoridae 6";"Herbivore";"d";0,140366025612478
"Westgate Park";"Herbivory";"Phoridae 6";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Phoridae 6";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Phoridae 6";"Herbivore";"closeness";0,0129739461978394
"Westgate Park";"Herbivory";"Phoridae 6";"Herbivore";"weighted.closeness";0,00593100884345426
"Westgate Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"normalised.degree";0,0416666666666667
"Westgate Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"species.strength";0,0588235294117647
"Westgate Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"d";0,140366025612478
"Westgate Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"betweenness";0
"Westgate Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"weighted.betweenness";0
"Westgate Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"closeness";0,0129739461978394
"Westgate Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"weighted.closeness";0,00593100884345426
"Westgate Park";"Herbivory";"Stenophylla macreta";"Herbivore";"normalised.degree";0,0416666666666667
