"site";"interaction_type";"rep";"metric";"value"
"Canning/Neill St Reserve";"Pollinator";61;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";61;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";61;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";61;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";61;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";61;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";61;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";62;"richness";NA
"Canning/Neill St Reserve";"Pollinator";62;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";62;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";62;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";62;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";62;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";62;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";62;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";62;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";62;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";62;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";63;"richness";NA
"Canning/Neill St Reserve";"Pollinator";63;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";63;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";63;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";63;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";63;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";63;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";63;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";63;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";63;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";63;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";64;"richness";NA
"Canning/Neill St Reserve";"Pollinator";64;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";64;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";64;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";64;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";64;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";64;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";64;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";64;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";64;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";64;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";65;"richness";NA
"Canning/Neill St Reserve";"Pollinator";65;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";65;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";65;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";65;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";65;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";65;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";65;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";65;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";65;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";65;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";66;"richness";NA
"Canning/Neill St Reserve";"Pollinator";66;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";66;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";66;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";66;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";66;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";66;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";66;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";66;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";66;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";66;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";67;"richness";NA
"Canning/Neill St Reserve";"Pollinator";67;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";67;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";67;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";67;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";67;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";67;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";67;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";67;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";67;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";67;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";68;"richness";NA
"Canning/Neill St Reserve";"Pollinator";68;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";68;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";68;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";68;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";68;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";68;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";68;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";68;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";68;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";68;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";69;"richness";NA
"Canning/Neill St Reserve";"Pollinator";69;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";69;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";69;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";69;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";69;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";69;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";69;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";69;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";69;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";69;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";70;"richness";NA
"Canning/Neill St Reserve";"Pollinator";70;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";70;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";70;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";70;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";70;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";70;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";70;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";70;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";70;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";70;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";71;"richness";NA
"Canning/Neill St Reserve";"Pollinator";71;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";71;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";71;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";71;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";71;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";71;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";71;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";71;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";71;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";71;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";72;"richness";NA
"Canning/Neill St Reserve";"Pollinator";72;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";72;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";72;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";72;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";72;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";72;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";72;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";72;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";72;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";72;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";73;"richness";NA
"Canning/Neill St Reserve";"Pollinator";73;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";73;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";73;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";73;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";73;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";73;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";73;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";73;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";73;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";73;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";74;"richness";NA
"Canning/Neill St Reserve";"Pollinator";74;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";74;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";74;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";74;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";74;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";74;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";74;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";74;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";74;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";74;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";75;"richness";NA
"Canning/Neill St Reserve";"Pollinator";75;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";75;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";75;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";75;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";75;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";75;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";75;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";75;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";75;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";75;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";76;"richness";NA
"Canning/Neill St Reserve";"Pollinator";76;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";76;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";76;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";76;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";76;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";76;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";76;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";76;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";76;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";76;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";77;"richness";NA
"Canning/Neill St Reserve";"Pollinator";77;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";77;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";77;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";77;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";77;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";77;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";77;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";77;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";77;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";77;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";78;"richness";NA
"Canning/Neill St Reserve";"Pollinator";78;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";78;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";78;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";78;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";78;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";78;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";78;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";78;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";78;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";78;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";79;"richness";NA
"Canning/Neill St Reserve";"Pollinator";79;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";79;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";79;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";79;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";79;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";79;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";79;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";79;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";79;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";79;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";80;"richness";NA
"Canning/Neill St Reserve";"Pollinator";80;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";80;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";80;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";80;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";80;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";80;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";80;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";80;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";80;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";80;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";81;"richness";NA
"Canning/Neill St Reserve";"Pollinator";81;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";81;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";81;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";81;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";81;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";81;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";81;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";81;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";81;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";81;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";82;"richness";NA
"Canning/Neill St Reserve";"Pollinator";82;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";82;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";82;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";82;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";82;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";82;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";82;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";82;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";82;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";82;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";83;"richness";NA
"Canning/Neill St Reserve";"Pollinator";83;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";83;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";83;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";83;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";83;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";83;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";83;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";83;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";83;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";83;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";84;"richness";NA
"Canning/Neill St Reserve";"Pollinator";84;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";84;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";84;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";84;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";84;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";84;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";84;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";84;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";84;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";84;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";85;"richness";NA
"Canning/Neill St Reserve";"Pollinator";85;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";85;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";85;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";85;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";85;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";85;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";85;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";85;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";85;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";85;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";86;"richness";NA
"Canning/Neill St Reserve";"Pollinator";86;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";86;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";86;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";86;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";86;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";86;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";86;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";86;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";86;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";86;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";87;"richness";NA
"Canning/Neill St Reserve";"Pollinator";87;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";87;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";87;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";87;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";87;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";87;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";87;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";87;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";87;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";87;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";88;"richness";NA
"Canning/Neill St Reserve";"Pollinator";88;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";88;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";88;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";88;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";88;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";88;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";88;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";88;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";88;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";88;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";89;"richness";NA
"Canning/Neill St Reserve";"Pollinator";89;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";89;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";89;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";89;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";89;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";89;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";89;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";89;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";89;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";89;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";90;"richness";NA
"Canning/Neill St Reserve";"Pollinator";90;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";90;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";90;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";90;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";90;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";90;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";90;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";90;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";90;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";90;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";91;"richness";NA
"Canning/Neill St Reserve";"Pollinator";91;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";91;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";91;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";91;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";91;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";91;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";91;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";91;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";91;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";91;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";92;"richness";NA
"Canning/Neill St Reserve";"Pollinator";92;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";92;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";92;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";92;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";92;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";92;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";92;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";92;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";92;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";92;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";93;"richness";NA
"Canning/Neill St Reserve";"Pollinator";93;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";93;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";93;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";93;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";93;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";93;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";93;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";93;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";93;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";93;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";94;"richness";NA
"Canning/Neill St Reserve";"Pollinator";94;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";94;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";94;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";94;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";94;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";94;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";94;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";94;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";94;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";94;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";95;"richness";NA
"Canning/Neill St Reserve";"Pollinator";95;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";95;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";95;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";95;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";95;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";95;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";95;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";95;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";95;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";95;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";96;"richness";NA
"Canning/Neill St Reserve";"Pollinator";96;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";96;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";96;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";96;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";96;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";96;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";96;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";96;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";96;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";96;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";97;"richness";NA
"Canning/Neill St Reserve";"Pollinator";97;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";97;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";97;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";97;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";97;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";97;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";97;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";97;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";97;"centrality_eigen";NA
"Canning/Neill St Reserve";"Pollinator";97;"interaction_overlap";NA
"Canning/Neill St Reserve";"Pollinator";98;"richness";NA
"Canning/Neill St Reserve";"Pollinator";98;"connectance";NA
"Canning/Neill St Reserve";"Pollinator";98;"link_density";NA
"Canning/Neill St Reserve";"Pollinator";98;"degree_heterogeneity";NA
"Canning/Neill St Reserve";"Pollinator";98;"modularity_eigen";NA
"Canning/Neill St Reserve";"Pollinator";98;"modularity_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";98;"nestedness";NA
"Canning/Neill St Reserve";"Pollinator";98;"centrality_degree";NA
"Canning/Neill St Reserve";"Pollinator";98;"centrality_betweenness";NA
"Canning/Neill St Reserve";"Pollinator";98;"centrality_eigen";NA
