"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Canna indica";"Carlton Gardens South";"Pollination";7,45113977047587
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Cistus sp.";"Women's Peace Gardens";"Pollination";0,778136144443198
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Corymbia maculata";"Royal Park";"Pollination";0,923274643938544
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Cynodon dactylon01";"Argyle Square";"Pollination";2,45588875182236
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Cynodon dactylon20";"Princes Park";"Pollination";1,90243355388584
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Cynodon dactylon23";"Princes Park";"Pollination";1,90243355388584
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Echium candicans";"Carlton Gardens South";"Pollination";7,45113977047587
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,147252812978954
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Carlton Gardens South";"Pollination";7,45113977047587
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Women's Peace Gardens";"Pollination";0,778136144443198
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";6
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Princes Park";"Pollination";1,90243355388584
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Mentha pulegium";"Argyle Square";"Pollination";2,45588875182236
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";6
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,45588875182236
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";0,778136144443198
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,45113977047587
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,72556988523794
"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,785464468617996
"Poa labillardierei";"Royal Park";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Pollination";1,84654928787709
"Poa labillardierei";"Royal Park";"Dietes sp.";"Women's Peace Gardens";"Pollination";2,32551755074577
"Poa labillardierei";"Royal Park";"Lomandra longifolia";"Royal Park";"Pollination";9
"Poa labillardierei";"Royal Park";"Poa labillardierei";"Royal Park";"Pollination";15
"Poa labillardierei";"Royal Park";"Rytidosperma sp.";"Westgate Park";"Pollination";1,12491420881462
"Poa labillardierei";"Royal Park";"Schinus molle";"Canning/Neil Street Reserve";"Pollination";2,41932039923741
"Poa labillardierei";"Royal Park";"Schinus molle";"Pleasance Gardens";"Pollination";2,8807132443647
"Poa labillardierei";"Royal Park";"Themeda triandra";"Royal Park";"Pollination";9
"Poa labillardierei";"Royal Park";"Themeda triandra";"Westgate Park";"Pollination";2,24982841762925
"Rhagodia parabolica";"Royal Park";"Rhagodia parabolica";"Royal Park";"Pollination";1
"Rosmarinus officinalis";"Argyle Square";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Rosmarinus officinalis";"Argyle Square";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,85651377518597
"Rosmarinus officinalis";"Argyle Square";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Rosmarinus officinalis";"Argyle Square";"Calodendrum capense ";"Royal Park";"Pollination";2,47395760906134
"Rosmarinus officinalis";"Argyle Square";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,45588875182236
"Rosmarinus officinalis";"Argyle Square";"Canna indica";"Carlton Gardens South";"Pollination";7,71302755037195
"Rosmarinus officinalis";"Argyle Square";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,33967926432657
"Rosmarinus officinalis";"Argyle Square";"Corymbia maculata";"Royal Park";"Pollination";1,23697880453067
"Rosmarinus officinalis";"Argyle Square";"Cynodon dactylon01";"Argyle Square";"Pollination";3
"Rosmarinus officinalis";"Argyle Square";"Cynodon dactylon20";"Princes Park";"Pollination";2,49365481664237
"Rosmarinus officinalis";"Argyle Square";"Cynodon dactylon23";"Princes Park";"Pollination";2,49365481664237
"Rosmarinus officinalis";"Argyle Square";"Echium candicans";"Carlton Gardens South";"Pollination";7,71302755037195
"Rosmarinus officinalis";"Argyle Square";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,185217748869201
"Rosmarinus officinalis";"Argyle Square";"Lavandula sp.";"Carlton Gardens South";"Pollination";7,71302755037195
"Rosmarinus officinalis";"Argyle Square";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,33967926432657
"Rosmarinus officinalis";"Argyle Square";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Rosmarinus officinalis";"Argyle Square";"Lophostemon confertus";"Princes Park";"Pollination";2,49365481664237
"Rosmarinus officinalis";"Argyle Square";"Mentha pulegium";"Argyle Square";"Pollination";3
"Rosmarinus officinalis";"Argyle Square";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Rosmarinus officinalis";"Argyle Square";"Rosmarinus officinalis";"Argyle Square";"Pollination";3
"Rosmarinus officinalis";"Argyle Square";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,33967926432657
"Rosmarinus officinalis";"Argyle Square";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,71302755037195
"Rosmarinus officinalis";"Argyle Square";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,85651377518597
"Rosmarinus officinalis";"Argyle Square";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,988629957758588
"Rosmarinus officinalis";"Women's Peace Gardens";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Rosmarinus officinalis";"Women's Peace Gardens";"Agapanthus praecox";"Carlton Gardens South";"Pollination";1,52093603977421
"Rosmarinus officinalis";"Women's Peace Gardens";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Rosmarinus officinalis";"Women's Peace Gardens";"Calodendrum capense ";"Royal Park";"Pollination";2,32551755074577
"Rosmarinus officinalis";"Women's Peace Gardens";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";0,778136144443198
"Rosmarinus officinalis";"Women's Peace Gardens";"Canna indica";"Carlton Gardens South";"Pollination";3,04187207954843
"Rosmarinus officinalis";"Women's Peace Gardens";"Cistus sp.";"Women's Peace Gardens";"Pollination";3
"Rosmarinus officinalis";"Women's Peace Gardens";"Corymbia maculata";"Royal Park";"Pollination";1,16275877537288
"Rosmarinus officinalis";"Women's Peace Gardens";"Cynodon dactylon01";"Argyle Square";"Pollination";1,33967926432657
"Rosmarinus officinalis";"Women's Peace Gardens";"Cynodon dactylon20";"Princes Park";"Pollination";1,6714590108781
"Rosmarinus officinalis";"Women's Peace Gardens";"Cynodon dactylon23";"Princes Park";"Pollination";1,6714590108781
"Rosmarinus officinalis";"Women's Peace Gardens";"Echium candicans";"Carlton Gardens South";"Pollination";3,04187207954843
"Rosmarinus officinalis";"Women's Peace Gardens";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,367551119584315
"Rosmarinus officinalis";"Women's Peace Gardens";"Lavandula sp.";"Carlton Gardens South";"Pollination";3,04187207954843
"Rosmarinus officinalis";"Women's Peace Gardens";"Lavandula sp.";"Women's Peace Gardens";"Pollination";3
"Rosmarinus officinalis";"Women's Peace Gardens";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Rosmarinus officinalis";"Women's Peace Gardens";"Lophostemon confertus";"Princes Park";"Pollination";1,6714590108781
"Rosmarinus officinalis";"Women's Peace Gardens";"Mentha pulegium";"Argyle Square";"Pollination";1,33967926432657
"Rosmarinus officinalis";"Women's Peace Gardens";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Rosmarinus officinalis";"Women's Peace Gardens";"Rosmarinus officinalis";"Argyle Square";"Pollination";1,33967926432657
"Rosmarinus officinalis";"Women's Peace Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";3
"Rosmarinus officinalis";"Women's Peace Gardens";"Salvia leucantha";"Carlton Gardens South";"Pollination";3,04187207954843
"Rosmarinus officinalis";"Women's Peace Gardens";"Stachys byzantina";"Carlton Gardens South";"Pollination";1,52093603977421
"Rosmarinus officinalis";"Women's Peace Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,485040559231431
"Rytidosperma sp.";"Westgate Park";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Pollination";0,220879219468431
"Rytidosperma sp.";"Westgate Park";"Lomandra longifolia";"Royal Park";"Pollination";1,12491420881462
"Rytidosperma sp.";"Westgate Park";"Poa labillardierei";"Royal Park";"Pollination";1,12491420881462
"Rytidosperma sp.";"Westgate Park";"Rytidosperma sp.";"Westgate Park";"Pollination";5,25
"Rytidosperma sp.";"Westgate Park";"Schinus molle";"Pleasance Gardens";"Pollination";0,467495794549736
"Rytidosperma sp.";"Westgate Park";"Themeda triandra";"Royal Park";"Pollination";1,12491420881462
"Rytidosperma sp.";"Westgate Park";"Themeda triandra";"Westgate Park";"Pollination";4,5
"Salvia leucantha";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Salvia leucantha";"Carlton Gardens South";"Agapanthus praecox";"Carlton Gardens South";"Pollination";4
"Salvia leucantha";"Carlton Gardens South";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Salvia leucantha";"Carlton Gardens South";"Calodendrum capense ";"Royal Park";"Pollination";2,2661792082539
"Salvia leucantha";"Carlton Gardens South";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,79417741392845
"Salvia leucantha";"Carlton Gardens South";"Canna indica";"Carlton Gardens South";"Pollination";8
"Salvia leucantha";"Carlton Gardens South";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Salvia leucantha";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Pollination";1,13308960412695
"Salvia leucantha";"Carlton Gardens South";"Cynodon dactylon01";"Argyle Square";"Pollination";2,89238533138948
"Salvia leucantha";"Carlton Gardens South";"Cynodon dactylon20";"Princes Park";"Pollination";2,30137041605921
"Salvia leucantha";"Carlton Gardens South";"Cynodon dactylon23";"Princes Park";"Pollination";2,30137041605921
"Salvia leucantha";"Carlton Gardens South";"Echium candicans";"Carlton Gardens South";"Pollination";8
"Salvia leucantha";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,171887406078277
"Salvia leucantha";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Pollination";8
"Salvia leucantha";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Salvia leucantha";"Carlton Gardens South";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Salvia leucantha";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Pollination";2,30137041605921
"Salvia leucantha";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Pollination";2,89238533138948
"Salvia leucantha";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Salvia leucantha";"Carlton Gardens South";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,89238533138948
"Salvia leucantha";"Carlton Gardens South";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,14070202983066
"Salvia leucantha";"Carlton Gardens South";"Salvia leucantha";"Carlton Gardens South";"Pollination";8
"Salvia leucantha";"Carlton Gardens South";"Stachys byzantina";"Carlton Gardens South";"Pollination";4
"Salvia leucantha";"Carlton Gardens South";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,927006840865762
"Schinus molle";"Canning/Neil Street Reserve";"Dietes sp.";"Women's Peace Gardens";"Pollination";0,365457739897574
"Schinus molle";"Canning/Neil Street Reserve";"Poa labillardierei";"Royal Park";"Pollination";0,806440133079137
"Schinus molle";"Canning/Neil Street Reserve";"Schinus molle";"Canning/Neil Street Reserve";"Pollination";1
"Schinus molle";"Pleasance Gardens";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Pollination";1,09614743374079
"Schinus molle";"Pleasance Gardens";"Lomandra longifolia";"Royal Park";"Pollination";5,76142648872939
"Schinus molle";"Pleasance Gardens";"Poa labillardierei";"Royal Park";"Pollination";5,76142648872939
"Schinus molle";"Pleasance Gardens";"Rytidosperma sp.";"Westgate Park";"Pollination";0,934991589099473
"Schinus molle";"Pleasance Gardens";"Schinus molle";"Pleasance Gardens";"Pollination";4
"Schinus molle";"Pleasance Gardens";"Themeda triandra";"Royal Park";"Pollination";5,76142648872939
"Schinus molle";"Pleasance Gardens";"Themeda triandra";"Westgate Park";"Pollination";1,86998317819895
"Schinus molle";"Women's Peace Gardens";"Corymbia maculata";"Royal Park";"Pollination";0,775172516915255
"Schinus molle";"Women's Peace Gardens";"Cynodon dactylon04";"Carlton Gardens South";"Pollination";0,380234009943553
"Schinus molle";"Women's Peace Gardens";"Cynodon dactylon16";"Murchinson Square";"Pollination";0,363578183993122
"Schinus molle";"Women's Peace Gardens";"Duma florulenta";"Westgate Park";"Pollination";0,367551119584315
"Schinus molle";"Women's Peace Gardens";"Schinus molle";"Women's Peace Gardens";"Pollination";1
"Schinus molle";"Women's Peace Gardens";"Westringia fruticosa";"State Library of Victoria";"Pollination";0,409275167283466
"Stachys byzantina";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Stachys byzantina";"Carlton Gardens South";"Agapanthus praecox";"Carlton Gardens South";"Pollination";4
"Stachys byzantina";"Carlton Gardens South";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Stachys byzantina";"Carlton Gardens South";"Calodendrum capense ";"Royal Park";"Pollination";2,2661792082539
"Stachys byzantina";"Carlton Gardens South";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,79417741392845
"Stachys byzantina";"Carlton Gardens South";"Canna indica";"Carlton Gardens South";"Pollination";8
"Stachys byzantina";"Carlton Gardens South";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Stachys byzantina";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Pollination";1,13308960412695
"Stachys byzantina";"Carlton Gardens South";"Cynodon dactylon01";"Argyle Square";"Pollination";2,89238533138948
"Stachys byzantina";"Carlton Gardens South";"Cynodon dactylon20";"Princes Park";"Pollination";2,30137041605921
"Stachys byzantina";"Carlton Gardens South";"Cynodon dactylon23";"Princes Park";"Pollination";2,30137041605921
"Stachys byzantina";"Carlton Gardens South";"Echium candicans";"Carlton Gardens South";"Pollination";8
"Stachys byzantina";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,171887406078277
"Stachys byzantina";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Pollination";8
"Stachys byzantina";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Stachys byzantina";"Carlton Gardens South";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Stachys byzantina";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Pollination";2,30137041605921
"Stachys byzantina";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Pollination";2,89238533138948
"Stachys byzantina";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Stachys byzantina";"Carlton Gardens South";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,89238533138948
"Stachys byzantina";"Carlton Gardens South";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,14070202983066
"Stachys byzantina";"Carlton Gardens South";"Salvia leucantha";"Carlton Gardens South";"Pollination";8
"Stachys byzantina";"Carlton Gardens South";"Stachys byzantina";"Carlton Gardens South";"Pollination";4
"Stachys byzantina";"Carlton Gardens South";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,927006840865762
"Strelitzia reginae";"Carlton Gardens South";"Strelitzia reginae";"Carlton Gardens South";"Pollination";4
"Themeda triandra";"Royal Park";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Pollination";1,23103285858473
"Themeda triandra";"Royal Park";"Lomandra longifolia";"Royal Park";"Pollination";6
"Themeda triandra";"Royal Park";"Poa labillardierei";"Royal Park";"Pollination";6
"Themeda triandra";"Royal Park";"Rytidosperma sp.";"Westgate Park";"Pollination";0,749942805876416
"Themeda triandra";"Royal Park";"Schinus molle";"Pleasance Gardens";"Pollination";1,92047549624313
"Themeda triandra";"Royal Park";"Themeda triandra";"Royal Park";"Pollination";8
"Themeda triandra";"Royal Park";"Themeda triandra";"Westgate Park";"Pollination";1,49988561175283
"Themeda triandra";"Westgate Park";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Pollination";0,147252812978954
"Themeda triandra";"Westgate Park";"Lomandra longifolia";"Royal Park";"Pollination";0,749942805876416
"Themeda triandra";"Westgate Park";"Poa labillardierei";"Royal Park";"Pollination";0,749942805876416
"Themeda triandra";"Westgate Park";"Rytidosperma sp.";"Westgate Park";"Pollination";1,5
"Themeda triandra";"Westgate Park";"Schinus molle";"Pleasance Gardens";"Pollination";0,311663863033158
"Themeda triandra";"Westgate Park";"Themeda triandra";"Royal Park";"Pollination";0,749942805876416
"Themeda triandra";"Westgate Park";"Themeda triandra";"Westgate Park";"Pollination";3
"Trachelospermum jasminoides";"Lincoln Square";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";4,71278681170797
"Trachelospermum jasminoides";"Lincoln Square";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,70802736346305
"Trachelospermum jasminoides";"Lincoln Square";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";4,71278681170797
"Trachelospermum jasminoides";"Lincoln Square";"Calodendrum capense ";"Royal Park";"Pollination";2,53839183581922
"Trachelospermum jasminoides";"Lincoln Square";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,35639340585399
"Trachelospermum jasminoides";"Lincoln Square";"Canna indica";"Carlton Gardens South";"Pollination";7,4160547269261
"Trachelospermum jasminoides";"Lincoln Square";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,45512167769429
"Trachelospermum jasminoides";"Lincoln Square";"Corymbia maculata";"Royal Park";"Pollination";1,26919591790961
"Trachelospermum jasminoides";"Lincoln Square";"Cynodon dactylon01";"Argyle Square";"Pollination";2,96588987327577
"Trachelospermum jasminoides";"Lincoln Square";"Cynodon dactylon20";"Princes Park";"Pollination";2,53148816866659
"Trachelospermum jasminoides";"Lincoln Square";"Cynodon dactylon23";"Princes Park";"Pollination";2,53148816866659
"Trachelospermum jasminoides";"Lincoln Square";"Echium candicans";"Carlton Gardens South";"Pollination";7,4160547269261
"Trachelospermum jasminoides";"Lincoln Square";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,215193450712123
"Trachelospermum jasminoides";"Lincoln Square";"Lavandula sp.";"Carlton Gardens South";"Pollination";7,4160547269261
"Trachelospermum jasminoides";"Lincoln Square";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,45512167769429
"Trachelospermum jasminoides";"Lincoln Square";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";4,71278681170797
"Trachelospermum jasminoides";"Lincoln Square";"Lophostemon confertus";"Princes Park";"Pollination";2,53148816866659
"Trachelospermum jasminoides";"Lincoln Square";"Mentha pulegium";"Argyle Square";"Pollination";2,96588987327577
"Trachelospermum jasminoides";"Lincoln Square";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";4,71278681170797
"Trachelospermum jasminoides";"Lincoln Square";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,96588987327577
"Trachelospermum jasminoides";"Lincoln Square";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,45512167769429
"Trachelospermum jasminoides";"Lincoln Square";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,4160547269261
"Trachelospermum jasminoides";"Lincoln Square";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,70802736346305
"Trachelospermum jasminoides";"Lincoln Square";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";1
"Westringia fruticosa";"State Library of Victoria";"Corymbia maculata";"Royal Park";"Pollination";0,730432507195993
"Westringia fruticosa";"State Library of Victoria";"Cynodon dactylon04";"Carlton Gardens South";"Pollination";0,940014205076446
"Westringia fruticosa";"State Library of Victoria";"Cynodon dactylon16";"Murchinson Square";"Pollination";0,825770999214983
"Westringia fruticosa";"State Library of Victoria";"Duma florulenta";"Westgate Park";"Pollination";0,250798848641172
"Westringia fruticosa";"State Library of Victoria";"Schinus molle";"Women's Peace Gardens";"Pollination";0,409275167283466
"Westringia fruticosa";"State Library of Victoria";"Westringia fruticosa";"State Library of Victoria";"Pollination";1
